Window_Size	JS_distance	Type
9	0.197429509425836	Original
9	0.207949623140795	Original
9	0.211973844106209	Original
9	0.21241469068022	Original
9	0.218413579331062	Original
9	0.210813090378713	Original
10	0.203217379063997	Original
10	0.207900175790109	Original
10	0.20483905046079	Original
10	0.211415575565774	Original
10	0.217125907788769	Original
10	0.212774365446461	Original
10	0.207755058371201	Original
10	0.206065118078393	Original
10	0.21579607984475	Original
10	0.205884877682746	Original
10	0.215340757016756	Original
10	0.204965627511041	Original
10	0.202404074735345	Original
10	0.210970780674021	Original
10	0.214696053300769	Original
10	0.217253996154605	Original
10	0.215053522874713	Original
10	0.203477621876157	Original
10	0.211560078947731	Original
10	0.202643322476247	Original
10	0.210565874760542	Original
10	0.217393076459032	Original
10	0.212407644878138	Original
10	0.20670104309363	Original
10	0.203578486244974	Original
10	0.216959658650735	Original
10	0.207723762879041	Original
10	0.215089653085421	Original
10	0.21259358969089	Original
10	0.206229054450659	Original
